labelling_id,labelling_name_fr,labelling_name_en
f6ae02c12ed752bcdf92060492cf6572_lab,Banane (entière avec peau),Banana
61232850e7d14a4c564f2077122abe24_lab,Banane en rondelle,Sliced banana
371831c23746ff5a273d5ff773212fcb_lab,Cassis,Blackcurrant
740a946c09ba68dde123cba77a6fec94_lab,Cerises,Cherries
6d3048d77807179d0af65ea79e68b516_lab,Tranche de citron jaune,Lemon
eaebca162de411560989e99ff4345c08_lab,Citron jaune entier (avec peau),Whole lemon
15cd7bb34a2797bbf3a2976c4e4b79f9_lab,Tranche de citron vert,Lime
bb6dae2735176a0b5d5e475dce01dcfd_lab,Citron vert entier (avec peau),Whole lemon
c46d40d992fdda157209317a501b1b87_lab,Clémentine (avec peau),Clementine
6f5188d848cbbcc09145e58277c0e072_lab,Coing,Quince
d63dd2c66df54616267d4029456ec9b0_lab,Compote (tous types pas en pot),Compote
cf9dbfbe65dd071a9d49ea31264d3699_lab,Compote en pot,Compote (prepacked)
16862d6e00d1a31d3e2259254ed0a1e0_lab,Figues entières,Figs
a85bd3b024495a42ff1326a7e03bad1c_lab,Figues ouvertes (coupées en deux),Figs cut
1dab88d7dea895853288e2e047fedfa5_lab,Fraises,Strawberry
e05515beed27eb1e0a32fc1bd82b6956_lab,Framboise,Raspberry
ef3a67ecf96df3dac69f2fd48d68b481_lab,Fruit de la passion (ouvert coupé en deux),Passion fruit
b8336c2f99537a3ac82274d3dcc8f949_lab,Fruit de la passion (entier),Passion fruit whole
6fa8fc78aaa26b918755f16a4c397731_lab,Fruits au sirop,Fruit in Syrup
807b47c12a37dba41427e712885bfbee_lab,Grains de grenade,Pomegranate
dbe10ed96576927f264b5575e8e5b846_lab,Grenade,Pomegranate
33f8402b5fb001d45a284cce284e2dfa_lab,Grenade ouverte (coupée en deux),Pomegranate
dd6be57d18e153f89a4a706b79045b78_lab,Groseilles,Red currant
23c053edf3e38589eed145883b72a70d_lab,Kaki,Persimmon
b6ef9705b1e58b643edc23e7f81318ed_lab,Kiwi entier avec peau,Kiwi whole
4696be70484d0a332c04a467b0324080_lab,Kiwi épluché,Kiwi peeled
200a86f21dbecb8af2278387315d91b0_lab,Litchis (epluchés),Lychee
f818f24448505ef658864a08b5576de0_lab,Litchis (avec coquille),Lychee
514c212d18e7d8afbd9fabe37d3fa1a3_lab,Mangue (la chaire),Mango
6d6b81b12542249bf773130d5311bb16_lab,Mangue (entière),Mango whole
4c3c226d7c261e923adb59ad47f1a9d0_lab,"Melon (orange, en dé / morceaux)",Melon
bc9134c3f2ba17f3508602afbe11b988_lab,"Melon (orange, en quartier)",Melon
3da594b83cb349f3ba5da8b8255bc399_lab,Melon (entier avec peau),Melon
99a9a25280a6ddedab928b9038937f48_lab,Melon jaune (en dé / morceaux),Yellow melon
64cc2a1cb221dc784c9136209625aac0_lab,Melon jaune (en quartie),Yellow melon
2023b1cb732ffd1e15f3aa439b74a6f1_lab,Melon jaune (entier avec peau),Yellow melon
1e2f5ad54d1780dc982cbef005b5bfa1_lab,Mirabelles,Plum
199fd7aaa8e77327c5547c20ac6485a3_lab,Mûres,Blackberries
954f251f60caec4be7004669aeeb73dc_lab,Myrtilles,Blueberries
bdffbfe8dc3e79f9dc797a9e781dccbc_lab,Nectarine (entière avec peau),Nectarine
909cea0c97058cfe2e3ea8d675cb08e1_lab,Orange (avec peau),Orange
c75d5575edb1ed68477a7c873a779988_lab,Pamplemousse (coupé en deux),Grapefruit
75d51e6d338c7c5609054f44f16e9ce7_lab,Pamplemousse entier,Grapefruit whole
0cfff18b69eacfe82455e9059d5ef4c6_lab,Papaye (la chair seule),Papaya
04666c4e59e75b977cf81dcd54db246c_lab,Papaye entière,Papaya whole
8333c1b29050f9dd1c6ed587bd1c0b86_lab,Papaye ouverte (coupée en deux),Papaya flesh
4f1976d22b95156e1adf3d3ead076ef5_lab,Pastèque (en dés / morceaux),Watermelon
799620f174bff6f40afefb3867ebace5_lab,Pastèque (en quartier),Watermelon
bceda0cc46ee5ede8a74866e35e3d15b_lab,Pastèque (entière avec peau),Watermelon
1af75c577efb0c8376543be424a5f24b_lab,Pêche (entière avec peau),Peach
dc506e381acd9bcc2174cd1a39c2a602_lab,Pêche en quartiers,Sliced peach
3d940933396af352cde608434cd85b0a_lab,Perles de mangue,Mango beads
c298d146c5272a48616c87b104d6fed9_lab,Poire,Pear
0c0ac6867d4a482d531234a93f0c9df9_lab,Poire en quartiers,Sliced pear
9819d6ca0ec52561b432572b2217660c_lab,Pom'Potes,Apple Sauce Pouch
1c8bf755c5d225d28d29f9ae2736a964_lab,Pomme entière,Apple
2715675f9548e0d18173af1ebdc38925_lab,Pomme en quartiers,Apple sliced
e4fa1bfd545d32f5387726601e091f0b_lab,Prunes,Plum
191674566dccb84234f485cb4be44cfe_lab,Quartiers d'orange,Orange wedge
b296b87107b4b8f5815402662adf06c5_lab,Quartiers de clémentine,Clementine wedges
d7b75ef5dbfe13f6ca8a51ef8a4b521d_lab,Raisin blanc,White grapefruit
b7db8b4e5b697d7930ce0a5fcf265020_lab,Raisin noir,Black grapefruit
8b9601052939ff52de7156897f1897a9_lab,Rhubarbe,Rhubarb
aad9642b59395a4f1779743d7865baf0_lab,Salade d'oranges,Orange salad
83a0ec4e0fa97c2e9a5dbc322a5907ac_lab,Salade de fruits,Fruit salad
d77da9023b09e8877e16fb776e3deec4_lab,Araignée de mer,Spider crab
4af5e8988e6a76b462f5c8b7800aee57_lab,Bigorneau (avec coquille),Periwinkle Snail
38d41d6dd2152dce0de26f92f6bd4a59_lab,Bulot (avec coquille),Welk Snail
48f3ef88f201e83748eee7f29cecff45_lab,Praire (avec coquille),Clams
2a9d742254fe10180824eaf769b6b1f3_lab,Calamar (sans friture),Calamari
6b831037d98a9f4e320af9c836d255b1_lab,Coquille Saint-Jacques (la noix),Shellfish
d70865b482449dcc3852a91760672671_lab,Pétoncles,Scallop
d2e346c325a1660c1c327d9266f27463_lab,Crabe (avec sa coquille),Crab
0741791526045199670e7ef45c21531d_lab,Crevettes grises,Brown shrimp
90461a0770e9b17e359079adb858a9dd_lab,Crevettes roses (décortiquées),Prawn
85ad67bb66a3a108ea3421dbeefbf22e_lab,Crevettes roses (avec coquille),Prawn (in shell)
e9ac72e01d2bcdc33b4a5584218fef17_lab,Ecrevisse,Crayfish
7246426daa5e1555f0a63fc66a068cf7_lab,Emietté de crabe,Crab cake
0d95b9af4d687956fd55dd7fa06ab74a_lab,Escargot (avec coquille),Snail
17d0fb23cbeb3285a429e05ad8f02051_lab,Escargot (sans coquille),Snail
94d7adc0c72dc20e440263e45d5be6a4_lab,Gambas,Prawns
3b706b5736fe65e6f604d202bdc9dd35_lab,Gâteau de crabe,Crab cake
44bea070ea07a89660daa3ec032f5ec5_lab,Homard,Lobster
af0ab6d072cd0af9eb171c7ac289524c_lab,Huître,Oyster
cbd1ecc5f10f810f8cc06dba3649854b_lab,Langouste,Crawfish
16c4a0683aac448956665fb9e51dfcd1_lab,Langoustine (décortiquée),Scampi
f50685e47ebaa2f4fae58771cea14d56_lab,Langoustine (avec coquille),Scampi (with shell)
9bd2d4287f5ce5d931d6d0d3c9131135_lab,Moule (avec coquille),Mussel
0273de883cefdc858813d7acc22d8bca_lab,Moule (pas dans sa coquille),Mussel
bbae5bc7ddfb3af4b77be249da5e50ed_lab,Poulpe,Octopus
2ca29d54a0a0319eb395ed3954b35f16_lab,Seiche,Cuttlefish
c84c680d93d48910ae378fc1113ac92c_lab,Abricots secs,Dried apricots
6e8f86500fa92162460993ada8c22a15_lab,Amandes,Almonds
a2a94732622215223002ef1f120b89c7_lab,Amandes effilées,Shaved Almonds
5fe45feb7f625910e8962417177b6f30_lab,Baies de goji,Goji berries
0de1a40c2ffbc0e1a3ba36d0c16f910e_lab,Bananes séchées,Dried bananas
6371b91f8a35beb8bb8d6c5635100903_lab,Beurre de cacahuète,Peanut butter
6129d6a7bc504041d040c531ee941d9f_lab,Cacahuètes,Peanuts
dc6fb7b984a3a5bc497808be33fdbeaf_lab,Châtaignes grillées,Roasted chestnuts
3eeb6f4c51590fb82095db3bbc237f0a_lab,Cranberry,Cranberries
2edc43eff276542989bf76ee82c8da34_lab,Dattes séchées,Dried dates
4297911e0c4b5090425a2c3ad81641f6_lab,Figues séchées,Dried Figs
58e5cbe8f62390f0dce1a1c0a58968f0_lab,Mélanges de fruits secs,Dried fruit mixtures
a2c70dc87b1c28d430690967f3a024df_lab,Graines de chia,Chia seeds
f491c651d946a897894544a89daf6083_lab,Graines de lin,Flaxseed
85dac7c05b3bf0d9a173b4c6965d4bed_lab,Graines de sésame,Sesame seeds
5c603551933e2623b394b39a834750aa_lab,Graines de tournesol,Sunflower seed
cb279e1badc3ac0b301f70e75678edcf_lab,Mélange de noix,Mixed nuts
fa7a8956f44068c5620f2f59dfa16c0d_lab,Noisettes,Hazelnuts
cf9d0b702268a94a2d50d5efc686f4c5_lab,Noix (sans coquille),Nuts (without shell)
bed0c9cf9aad0ab416b1ec1f360b7046_lab,Noix (avec coquille),Nuts (in shell)
f46220bc8cc0155c22b842ed04e10835_lab,Noix de cajou,Cashew
10cd57fb3bb93944f76910ae825ee22e_lab,Noix de coco (entière),Coconut
4791f7daf0085a530f2963d7685bab7c_lab,Noix de coco en copeaux,Coconut shavings
139bb361faa5f42e40e33d22a585e0c2_lab,Noix de coco ouverte (coupée en deux),Coconut open
635bb58023c7f90f883d3799e7018b64_lab,Noix de macadamia,Macadamia nuts
37cc558ece378bb32179eac925ac28f7_lab,Noix de pécan,Pecan nut
9050f9cb4fd1f2d16f272335f0ff19bf_lab,Pignons de pin,Pine nuts
42b0dd86afaa1730ed1ed8c7aee03f40_lab,Pistaches,Pistachio
052459429bcb4a536cccf65829b89638_lab,Pruneaux,Prunes
d56979900c64e972095df648cde6908b_lab,Raisins secs,Dried raisins
cbba959adff283cacd22cca26f9b574a_lab,Tartinade d'amandes,Almond spread
cfe99cf9cafca0376ca6f92696283038_lab,Enchiladas,Enchiladas
96f9cdb29ca93529edcd3e144a20dbfb_lab,Gratin d'endives et jambon,Endive and ham gratinée
fe5e326dcf3d5b8a85e9be0190852206_lab,Gratin de chou-fleur,Cauliflower gratin
5c8b6c5d920b688363a57d6e1b7a89b7_lab,Gratin de légumes,Vegetable gratin
51d86d6f89404b4a9860658f7fde1c6f_lab,Légumes au four,Roasted vegetables
81b5778ca3aebadd653ca31448fbf269_lab,Moussaka,Moussaka
3cd474b44674ce6cf5fb63bd400955fe_lab,Tian de légumes,Vegetable tian
b34f957ae2c7e1cf0d97ff5fd10519ff_lab,Cannelloni à la viande,Stuffed Pasta (Meat)
b244d58165fca8b87c703d8bb89ccd2f_lab,Gratin de pâtes,Pasta Gratin
c1f7dce131c624f16c227e779a2d3c1e_lab,Lasagnes à la bolognaise,Lasagna (bolognaise)
93b7626e1cd06a154c3f5b87eed8f6c6_lab,Lasagnes ricotta épinards,Ricotta and spinach lasagna
4e46e4f18f1d1909fb08c565f6f30561_lab,Macaroni au fromage (Mac and cheese),Macaroni and cheese
1b0db719ae3046da36fef4540d1b634e_lab,Brandade de morue,Brandade
7e020226bea5c8ef59bc1e736e2e85c8_lab,Gratin dauphinois,Scalloped Potatoes
9799e1ba5005d2b45c248b4804a689e2_lab,Hachis Parmentier,Shepperd's pie
3bd22be2e3370d621e519edad918e2a2_lab,Tartiflette,Tartiflette
1c12443836d83c161c8cd7ce1b709b62_lab,Ail,Garlic
a216d509eee6fe2e863fff69b8a18085_lab,Basilic,Basil
3023d0ee554c19a26477444bd42fb3c3_lab,Cerfeuil,French Parsley
e88e27f0f97be80716ea59802ce5cbc2_lab,Ciboulette,Chive
b0e87a2980cb7e53c3659f18af39bc08_lab,Échalote,Shallot
76b64e1dd4665a5be5cde1f1512fc3c6_lab,Fleur de sel,Salt flakes
56bde6a5f516f69ae5d570b461177e66_lab,Gingembre,Ginger
4fad6906672b08414aafc18d382b0958_lab,Menthe,Mint
20e4fea177952af0a8d540aebc49c87d_lab,Oignons crus (émincés),Raw Onions
945aa1bd8571b4e965659f90dc8feb2c_lab,Oignons grillés,Grilled onions
251e6329034292e61b1f522ee58261bf_lab,Persil,Parsley
f25d6460f39e84d89286e8f7eb694e48_lab,Sel,Salt
2f3f8f86a6bb38a82d1c88430e96e78f_lab,Artichaut (entier),Artichoke
6555aa5a5127415ebd2d142480343a1f_lab,Asperges blanches,White asparguses
80e384fda1e436e9acf289b0a8dbd122_lab,Asperges vertes,Green asparguses
a4d4aef105294ce2e081922670615c9b_lab,Aubergines,Eggplants
217db25def7621cf7d9c0d2b75539066_lab,Avocat (la chaire),Avocado
83f898b840d7c5bae7370190eb544c6d_lab,Avocat entier,Whole avocado
55229613628cb726a02a19f6c9507ebe_lab,Blettes,Chard
e6c70ed11695933a413f1f32871e7c1a_lab,Brocoli,Broccoli
e3d1a163d6074ecd232c51d448e76773_lab,Caviar d'aubergines,Eggplant caviar
e1ded76df5362fb41b54528d42cad151_lab,Céléri branche,Celery
b5e85206562e08b94f579b24790aaf6e_lab,Céléri branche en salade,Celery salad
e8ed7c542d77981c52bd5b73243f5c9a_lab,Champignons (tous types),Mushrooms
958cf57702c750d0b8127134a8915a45_lab,Chou blanc cuit,Cooked white cabbage
6aa2018f720b0406ce37068401a3c281_lab,Salade de choux blanc,White cabbage salad
987741992477342896407cf0a10f8a88_lab,Chou Kale,Kale
412776590d14a0015d26c866d09d1904_lab,Chou rouge (en salade),Red cabbage
53ea8b53a74c0235e41c1e87341fcc8a_lab,Chou rouge cuit,Cooked red cabbage
7ba65678626bfd4a47bf36733e19ae28_lab,Chou vert,Cabbage
c04e31c728f7f9b3e25e81743447cc98_lab,Chou-fleur (cuit),Cauliflower
b314b3710f2ef74fef7514d67c8d4ade_lab,Chou-fleur cru d'apéritif,Raw Cauliflower
bb59a6867ab1f3ba1f5ee3f9910dda28_lab,Choux de Bruxelles,Brusselsprouts
f285298ac649806fb5cabf7a56124edb_lab,Coeur d'artichaut,Artichoke heart
85271aa4433b49876b67e3a1e64f9668_lab,Cœurs de palmier,Palm heart
adcabc42d32085293d5bef3182119d1a_lab,Coleslaw,Coleslaw
807c6457c23082f3b0a260984df7f8c5_lab,Concombres (en rondelle),Cucumber
fb81b7060cf8e8fad65c5dcb1c967f8c_lab,Concombre entier,Cucumber whole
415ef4dd44aa7189bbafbcba3cc2bb60_lab,Courgettes (entières crues),Zucchinis
a245519b6f9bbdc74592e856d2194c0f_lab,Courgettes (cuites),Zucchinis
503e6646fbbd797320050ce8eee11769_lab,Endives (cuites braisées pas en salade),Endives
ba269cf41bba4ad76ea67721bd444d52_lab,Épinards,Spinach
913311acc0e460932992ab7dc7498641_lab,Fenouil (cuit),Fennel
13a45dcf2a4922bec4b4a1c6506f37f1_lab,Fond d'Artichaut,Artichoke heart
e11c1bef9791e30649cc8a5f30a8c8da_lab,Macédoine de légumes,Diced mixed vegetables
ede2f3db84be6202702395552d40ccbe_lab,Maïs (en grain pas en épi),Corn
45043fc1226a6fec1f2173cb83476a12_lab,Maïs (l'épi entier),Whole corn
32a7639d95e4ac5fae994c3478cef011_lab,Maïs nain,Chinese corn
1ad71a9eadc51cd520dce1fa8ef98988_lab,Mélange de légumes verts,Mix of green vegetables
1c94dd8085264d113116251370975e1d_lab,Piment,Chili pepper
8242c144453a13214fb1940381812f02_lab,Poêlée de Légumes,Mixed fried veggies
66eeb3de45221f3f0d15977884a0f0d6_lab,Poireaux (cuit en fondue),Leeks
64fd9149a895fce074da5a84a7a62255_lab,Poivrons crus (coupés),Sliced raw peppers
7d4c294997db4171d8dbd6c97b34e48a_lab,Poivrons entiers crus,Raw peppers
ceb9a2ae90dd1a14abf8b654f38231eb_lab,Poivrons grillés,Grilled peppers
dd45faccaa9422b078ee5172dec28a8e_lab,Potiron (cuit coupé),Pumpkin
21abeaf1c33aaacb701da0db4a4f07a2_lab,Pousses de bambou,Bamboo shoots
66336d8648bf48cbd7bb3742a0b7869d_lab,Purée de céleri,Celery root mash
0f691b9ce7435b14a6c9c63d5f289228_lab,Tofu (en cube),Tofu
939030726152341c154ba28629341da6_lab,Tomates (coupées),Tomatoes
9f2c42629209f86b2d5fbe152eb54803_lab,Tomates cerises,Cherry tomatoes
4e884654d97603dedb7e3bd8991335d0_lab,Tomates (entières),Tomatoe whole
73649868b478fff77ef728e35459d2ed_lab,Aubergine farcie,Stuffed eggplant
916813df7539e517846ffb17d57cba4a_lab,Cassoulet (plat entier),Cassoulet
f6d529c09282b71fbc044ab7532730d6_lab,Choucroute (seulement le chou),Sauerkraut
d4b8115bd910e1d3a4ecf621fbc63d6f_lab,Choucroute garnie (plat complet),Alsatian-style sauerkraut
a0f0b2e8bccc518357970ce0594d0512_lab,Courgette farcie,Stuffed Zucchini
b8c2eeb2e8567a87daa8d7367972eb93_lab,Flan de courgettes,Flan of zucchini
4f6906c4b2e69681c6675e107bade709_lab,Julienne de légumes,Vegetable julienne
b23ed2914549237036c01f266bdf16aa_lab,Ratatouille,Vegetable Stew
2246955c364af2a6de15d2b1fd55052e_lab,Steak de soja,Soy steak
48360e355a6d1353a2b35c06d8801f7e_lab,Terrine de légumes,Vegetable terrine
f3c12eecb7abc706b032ad9a387e6f01_lab,Tomate à la provençale,Stuffed Tomatoes
e306505b150e000f5e1b4f377ad688a0_lab,Tomate farcie,Stuffed tomatoes
16596780a244b4e967020c3e7dec2241_lab,Edamame,Edamame
317aa5cc3dfd8fdff99970efec8f2ea9_lab,Fèves,Broad beans
4a81b895a8f5db05fd3d4e03a36f5ce9_lab,Flageolet,green beans
20f4e9905501457ca882931123ea66f4_lab,Haricot plat,Flat beans
da51dbb37ab1550c9b85d328c297721b_lab,Haricots beurres,Wax beans
9f977a65f4d66c04cf9c71ae0bacddc6_lab,Haricots blancs,White beans
ccfdc438466bbf7c4f671983219d0d1a_lab,Haricots mungo,Mung beans
e712776dd57e32f99bbf85cdd18922f4_lab,Haricots noirs,Black beans
b7938b5c22e00462e8e0b4eda4423545_lab,Haricots rouges,Red beans
cbe874e634b5e1bc9a488a1ab28a0a97_lab,Haricots verts,Green beans
2ab739dd06f32e1ecc421a68e0819a50_lab,Lentilles,Lentils
85898a5dd30aa2f4a419dbe4df1b438e_lab,Lentilles corail,Coral lentils
a8f2f03c3f915bdf08aee077870392bb_lab,Petits pois (attention pas petits pois carottes),Peas
6b3ed046a51aa9cded91db8d2cf3245e_lab,Petits pois carottes,Peas and carrots
c9593571eb1a43a467d2d977e2d7b3ba_lab,Pois chiches,Chickpeas
dceeca563ef1b8d5d9f0ada3691caf62_lab,Pois gourmand,Snow peas
bdc7645e04618dd9f14f06d96ab6967d_lab,Soja,Soy
edc58e8c7d352778e0ac7f00f9c101bf_lab,Frites de patate douce,Sweet potatoe fries
d5eeb639b18761a2ce96b7037585d895_lab,Frites,French Fries
92837ea993277394e2ef3d8a273cc58b_lab,Galette de pomme de terre (hash brown),Potato pancake
2d3e45305f49cd9c56eb650afd6ade17_lab,Patate douce (entière),Sweet potato
93ad17bbaca5ff82826f5856732a2076_lab,Pommes Dauphine,Dauphine potatoes
012c8bea2b52e33a1bc2a7082236897c_lab,Pommes de terre en robe des champs,Jacket potatoes
cbd0771d31563c0f11b901bb65eae765_lab,Pommes de terre grenaille,Baked new potatoes
731b7b6cdd91e01dc8c38a595f521998_lab,Pommes de terre sautées,Fried potatoes
6429aa7d7712a27511bc0061567e79cd_lab,Pommes de terre vapeur,Steamed potatoes
abd03064e740c65bb99c8f87c9320f42_lab,Pommes de terre Duchesse,Duchess potatoes
f32f9bfac46d6bd1e18537fe2026dd3b_lab,Pommes de terre noisette,Round fried potatoes
b1bebff6bb94c11ebc38ab25e218c009_lab,Potatoes (type Mac Donalds),Potatoes
3575f231560f30e64a36a3e7edc5d9b6_lab,Poutine,Poutine
6f69181e82095ba37f6b1d666ecf4730_lab,Purée de pommes de terre,Mashed potatoes
b12d27e123bbd4a6084ff89be71abacf_lab,Betteraves (coupées en dés ou en lamelles),Beetroot
771ab423ce6b94185f9ecdd73bc9d332_lab,Betteraves (entière),Beetroot whole
9350eb92377d496ef07cc407c3141767_lab,Carottes crues d'apéritifs,Baby carrots
2cfcd91e33bad987c3d2fb9a4d898316_lab,Carottes (cuites en rondelles),Carrots
c6510bad30d48773f89e6b6b398872c2_lab,Carottes rapées,Grated carrots
62092b5d553bbf30852e32a8e16e2d3c_lab,Céléri-rave cuit,Cooked celeriac
ac1b30e07d8c72a80903db4b65de910a_lab,Navet,Turnip
33e3b9e028cea7b81192872dd747ea61_lab,Purée de carottes,Mashed carrots
2d10f1c4b6ae3974475595a6936443e5_lab,Radis rose,Red raddish
5d0a1ee72bc60ecebdb7b9c2b3d1a000_lab,Salsifis,Salsify
1bd8525e66ab60ec33e07274869d4ed3_lab,Topinambour,Jerusalem artichoke
3b822bb6847fc4283def39446d726382_lab,Barquette de beurre (l'emballage plastique),Butter
d7cb4a01ca38dd82721bd97abda77355_lab,Beurre (si pas sur une tartine),Butter
2c2d9ff46f418d7d181405a34330fef4_lab,Huile,Oil
e9a6a68a432dd7e1467fb8d6521b1469_lab,Margarine (si pas sur une tartine),Margarine
6473b9243d1b1d9fde12f0ef56832255_lab,Saindoux,Lard
e1f4db7c41792b35b0acb4bd4b64d564_lab,Blanc d'oeuf,Egg whites
2f536c27bcb1497bdbdef3b1909dc76e_lab,Huevos rancheros,Huevos rancheros
35ce626be2faffc66e705bf850a7bd6b_lab,Jaune d'oeuf,Egg yolk
7508cae688d67b65351c7c402078bbf4_lab,Oeuf à la coque,Soft-boiled egg
36f31a693c70279fe550f465d3919089_lab,Oeuf au plat,Fried egg
ea4f989bee0b39990afc1e4e7fa030d0_lab,Oeuf entier avec sa coquille,Egg with shell
70cef4dc8c36def841fc757dcabfe84f_lab,Oeuf dur,Boiled egg
7c4b312b174d07ced20cbe6ca6631b20_lab,Oeuf poché,Poached egg
52cd5370f8a3be837c4207c4110f41ef_lab,Oeufs bénédicte,Eggs benedict
293e439c928beffc1651419877d5367d_lab,Oeufs brouillés,Scrambled eggs
1a19df047b8ecb425a1e24fca5b19a12_lab,Oeufs mimosa,Deviled eggs
eba732655fc2dc405330e39d9ac64a55_lab,Omelette aux champignons,Omelet with mushrooms
f7a88f4f54173e677aaadb7ad1bcc6d1_lab,Omelette aux fines herbes,Omelet with herbs
beeba4046bff98a16a6dc6e1f259ba5c_lab,Omelette aux lardons,Omelet with bacon
8a022f6cc8a9632a313ef7fe8baaf440_lab,Omelette nature,Plain omelet
9b173701e7f489098d6622b7cb43194a_lab,Tortillas (omelette de pomme de terre espagnole),Tortillas
998eca6fd4ce869c312fc76568611402_lab,Baguette (morceau de baguette sans rien dessus pas de tartine ni sandwich),Baguette
b1aea1e822cc0d9ab71b011277d6641c_lab,Bruschetta,Bruschetta
b801ed7e7b5393b8dda37105d3d15944_lab,Cracotte (sans rien dessus),Cracotte
874f060cbb591bbaaf55001d8daaeb7c_lab,Pain à l'ail,Garlic bread
35401b5de8cb016ca5cfd56148eec9bd_lab,Pain au lait,Bun
15e8a42d5208a0018c3bfcdd57833e0b_lab,Pain aux olives,Bread with olive
f01a3b2c85e443ce2e9de67be4191181_lab,Tranche de Pain complet,Wholewheat bread
101682921611609356494ef392320087_lab,Tranche de Pain de campagne,Country bread
e3d58af96c877274db401ceaedca5124_lab,Pain de mie complet (sans rien dessus),Wholewheat sandwich bread
89215e0685876f2a01e280daaa0b26f0_lab,Pain de mie nature (sans rien dessus),Plain sandwich bread
e3d775a8b56f8aa2cfb8cddfeca2fc44_lab,Tranche de Pain de seigle,Rye bread
245f9d1c0e093aee08a0fde645991574_lab,Tranche de Pain grillé (sans rien dessus),Toasted bread
396b989d73dbcb84ffefea62efb9c8f6_lab,Galette de mais pour burritos,Corn pancake
3e22798d01304adacf493fb3ecad6030_lab,Galette de mais pour tacos,Corn shell
367c09abef997abe531acdd23eeeabea_lab,Biscotte (sans rien dessus),Rusk
7582fa31a363809d9eaf8c31000db697_lab,Blini (sans rien dessus),Wheat Pancakes
b84ecf5b28d880f4bbc14421060e5135_lab,Croûtons,Croutons
d42368535ab61e87880b0045b7db523a_lab,Galette de riz soufflé,Puffed rice cake
478b53c555accc05c894fd44945b8184_lab,Gressins,Breadstick
7f96fb69f62bf4235547bae8f11b5674_lab,Krisprolls (sans rien dessus),Krisprolls
fe306babde7ba3e87d1966eadf1a9891_lab,Pain azyme,Flat Bread
98dfce4c7e8c54cc82739d7e0a4c470c_lab,Pita,Pita
e8f552b0a7ddac574a64c247f15a3402_lab,Tartine au rillettes de poisson,Meat pâté
5b213af1332ad04f7c1327741c4e3446_lab,Tartine avec du gruyère (ou comte etc),Toast cheese
17080524ada8818b1d4046f9f47ea7c8_lab,Tartine avec du Philladelphia (ou saint moret),Toast cream cheese
4382b7ab54b3024a8ad4e85d20f55432_lab,Tartine fromage tomate jambon,Toast Hawai'i
e33a3d8fdde216b9ce12baa6bcbdc92b_lab,Tartine salée (tous types),Toast with cheese (toppings)
e12a3bdcb4b18be54d1004769361d08d_lab,Toast à l'avocat,Avocado toast
2762f97c015b54ceac3ee160d1cb323e_lab,Gnocchi,Gnocchi
216dc8787428b847d6b95349617ee9c4_lab,Nouilles chinoises,Chinese noodles
dc2bf7a30d928df24e19acae178a922a_lab,Pâtes (tous types sans sauce),Pasta
045d9dda7801cea0b09a879c065ff71b_lab,Pâtes à la bolognaise (tous types de pâtes),Pasta bolognese
4a4e1d49fb47deae8d45cefd9df24e5a_lab,Pâtes à la carbonara (tous types de pâtes),Carbonara pasta
8098a94195a1c1da41010b8667adf67f_lab,Pâtes au pesto (tous type de pâtes),Pesto pasta
27fb4e30164f6082f048b949ccaa5fb5_lab,Polenta,Polenta
644d2ba7eaa5c889b7cf4ba23b6ad053_lab,Raviolis au fromage (sans sauce tomate),Cheese ravioli
5816e75b36aa2708f126fe22abeda6ed_lab,Raviolis sauce tomate,Ravioli with tomato sauce
a9597f67a6c751162a84bbadec503b13_lab,Semoule,Cream of Wheat
1bbc5567ff38d487fe2c8b961d0c8952_lab,Couscous royal (le plat complet),Royal couscous
dc73092b866ef84f0469222a969983ee_lab,Pad thaï,Pad thaï
61be9b45c5922dc51fb4c534acc08725_lab,Pâtes au saumon (tous type de pâtes),Pasta with salmon
40d7e5ff13d3ecdf75bebc1930ef3714_lab,Cake aux olives,Olive cake
0f2f8666c551051fbd01ded6a653750b_lab,Friand à la viande,Meatroll
34e47f81f1fd62886a39f1fd30dc19f9_lab,Gougère au fromage,Cheese gougère
36f6bbf7258f04825d67c2e63f61c599_lab,Soufflé au fromage,Cheese soufflé
1e359a43de81a7e1009445738746a2f7_lab,Crêpe béchamel fourrée,Crepe filled with bechamel
8d4b20945a888eb4c36fa1a4a6a0b65e_lab,Flammenkueche (entière),Flammenkueche
8d4b20945a888eb4c36fa1a4a6a0b65x_lab,Part de Flammenkueche,Tarte flambée
a72afe8134cc375a54bfe9c47c0ff4b1_lab,Part de quiche aux légumes,Quiche w. vegetables
eff735c8e6a7b4b7fd8aaf09ecc05322_lab,Part de quiche saumon épinard,Quiche salmon-sorrel
a46c59365152fee107ea6f4d2392138b_lab,Pâte brisée,Dough
4e2da86105869fc35c947c1b467a7f96_lab,Part de quiche provençale à la tomate,Quiche provence w. tomato
df3e511626ffc7c1cf19f4bb89f0283f_lab,Mini quiche aux légumes (individuelle),Quiche w. vegetables
ac993af6ca7f54e7d6f4fe7f4500f0c1_lab,Quiche aux légumes entières,Quiche w. vegetables
348fe8652a264437f91e509fc1865263_lab,Part de quiche lorraine,Quiche lorraine
81a8ff06d3926eef05f2b72423570be7_lab,Mini quiche lorraine,Quiche lorraine
ff09b2cb1a0955f9121024ef4d52c34c_lab,Quiche lorraine entière,Quiche lorraine
